Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.03,-2.32,1.65,-0.09,0.07,0.04
10.05,-2.43,1.85,-0.19,-0.15,-0.04
8.43,-1.78,0.7,-0.2,-1.02,-0.13
8.72,-0.92,-1.26,-0.3,-1.13,-0.27
8.37,-2.2,-3.47,-0.07,-0.8,-0.03
8.89,-1.31,-4.74,-0.41,-0.09,-0.16
9.33,-1.06,-5.17,-0.21,-0.03,-0.09
9.67,-0.67,-4.74,-0.09,0.13,-0.03
9.81,-1.1,-4.4,-0.05,0.06,0.04
10.67,-1.32,-4.64,-0.11,-0.02,0.05
10.3,-1.46,-4.69,-0.18,0.25,0.02
10.24,-1.35,-3.42,0.15,0.6,0.1
