Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.14,-1.55,3.00,-0.18,-0.33,-0.05
5.46,-0.73,1.36,-0.17,-1.05,-0.01
8.34,-1.47,0.09,-0.51,-1.08,0.03
10.23,-1.08,-4.00,0.04,-0.31,-0.04
11.98,-2.37,-4.11,-0.02,0.22,0.00
10.22,-1.79,-1.46,-0.11,0.23,-0.07
9.98,-1.67,-1.68,-0.10,0.09,-0.02
12.28,-2.17,-2.60,-0.30,-0.23,-0.04
10.30,-1.10,-1.98,-0.22,0.55,-0.02
7.53,-1.09,-0.36,-0.08,0.60,0.05
7.76,-1.29,0.87,-0.14,0.72,0.00
9.70,-1.66,2.54,-0.04,0.46,0.01
