Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
8.84,-1.50,-3.92,-0.28,-0.20,-0.10
11.99,-2.70,-4.47,-0.15,-0.23,-0.09
9.44,-0.97,-5.15,-0.20,-0.22,-0.06
8.59,-1.07,-4.34,-0.16,-0.01,-0.02
9.86,-1.35,-4.02,-0.05,-0.27,-0.05
8.28,-2.23,-7.79,-0.04,-0.88,0.10
7.32,-1.06,-7.15,-0.04,0.73,-0.03
9.34,-1.73,-4.77,0.12,1.42,0.03
6.99,-0.93,0.40,0.23,1.45,0.08
8.45,-1.47,1.59,-0.16,0.86,-0.04
10.63,-1.38,2.94,0.02,0.23,0.03
