Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.29,-1.36,3.04,-0.14,-0.28,-0.01
9.03,-0.47,1.68,-0.33,-0.74,-0.06
8.66,-1.79,0.28,-0.10,-0.81,0.16
10.13,-1.62,-0.56,-0.07,-0.66,0.05
8.30,-1.79,-1.13,-0.17,-0.36,0.04
9.38,-1.72,-2.52,-0.18,-0.20,0.01
9.62,-1.32,-3.78,0.00,-0.39,-0.16
12.79,-1.15,-5.80,-0.11,-0.05,-0.26
9.80,-1.13,-5.48,-0.08,-0.55,0.02
8.99,-1.92,-6.69,0.16,0.18,0.06
9.13,-1.64,-4.52,-0.08,0.99,0.03
9.47,-1.28,-1.58,0.09,1.32,-0.12
