Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.48,0.02,0.48,0.28,-0.46,-0.09
10.95,-0.69,-0.44,-0.17,-0.4,-0.04
11.16,-0.28,-1.04,-0.09,-0.21,-0.06
11.4,-0.47,-1.11,-0.13,0.03,-0.05
13.79,-0.54,-2.14,0.03,-0.26,-0.03
11.35,-0.38,-2.15,0.07,-0.09,-0.12
10,-0.42,-1.32,-0.23,0.24,0.03
8.95,-0.24,-0.3,-0.2,0.29,-0.01
7.64,-0.1,0.16,-0.06,0.32,-0.01
9.14,-0.48,0.07,0.02,0.07,-0.06
10.57,-0.73,-0.21,-0.43,-0.02,-0.01
10.36,-0.07,0.6,-0.2,0.21,-0.03
