Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
8.46,0.38,1.45,-0.21,-0.48,-0.05
10.26,-0.38,-0.11,0.4,-0.87,-0.01
11.03,-0.42,-2.23,-0.04,-0.45,0.04
11.26,-0.62,-2.63,-0.2,-0.04,0.07
11.43,-0.48,-2.46,-0.13,0.03,0
14.35,-0.81,-3.93,-0.13,-0.3,-0.17
10.34,-0.64,-2.73,0.13,-0.04,-0.14
9.42,-0.29,-2.02,-0.12,0.24,0.06
8.56,-0.14,-1.18,-0.08,0.41,-0.01
7.71,-0.19,-0.11,-0.16,0.55,-0.07
11.39,-1.02,0.21,-0.17,0.3,-0.03
