Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
3.3,1.19,-7.17,-0.25,-1.81,-0.54
-0.1,1.5,-9.06,-0.05,-1.38,-0.24
-2.44,1.44,-9.42,-0.11,-0.59,-0.13
-3.15,2.2,-9.06,-0.13,-0.12,-0.1
-2.82,1.5,-9.06,-0.13,0.42,0.09
-1.45,2.12,-9.34,-0.17,1,0.24
1.99,2.09,-8.23,-0.05,1.75,0.39
5.91,1.56,-5.89,0.13,2.1,0.34
8.94,-0.06,-2.57,0.15,2,0.26
10.46,-0.13,-0.64,-0.19,1.19,0.2
10.57,-0.36,0.38,-0.27,0.48,0.05
