Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
11.29,-1.72,2.71,-0.24,-1.06,-0.06
8.03,-1.33,1.84,-0.71,-2.62,-0.07
4.96,-0.75,-5.70,-0.57,-2.66,-0.09
2.25,-0.77,-10.26,-0.42,-1.73,0.04
-0.42,-0.20,-10.67,-0.09,-0.72,-0.02
-0.45,-0.22,-10.54,-0.12,0.46,-0.06
1.78,0.07,-9.44,0.01,1.34,-0.03
4.60,-0.62,-7.31,0.08,2.13,0.11
7.62,-0.85,-2.90,0.14,2.36,0.13
10.06,-1.82,0.71,0.07,1.70,0.13
10.50,-2.02,2.79,-0.05,0.89,0.02
