Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.39,-0.24,3.18,-0.55,-0.15,-0.03
10.02,-0.43,2.88,-0.82,-0.37,0.38
9.82,-1.52,1.72,-0.79,-0.84,0.99
8.51,-3.99,-0.38,-1.07,-1.08,1.26
6,-6.1,-4.08,-0.46,-1.22,1.32
3.58,-6.68,-5.47,-0.24,-0.79,0.79
2.04,-8.23,-5.78,-0.04,-0.65,0.59
1.19,-8.84,-6.11,-0.17,-0.16,-0.02
1.83,-8.63,-6.14,-0.08,0.26,-0.56
3.32,-7.57,-5.2,0.17,0.73,-1.11
6.1,-6.46,-2.83,0.14,1,-1.31
