Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
7.44,4.33,-0.95,0.56,-1.11,-1.29
5.71,6.37,-3.27,-0.42,-0.64,-1.16
3.85,9.32,-3.2,-0.18,-0.36,-0.83
3.14,6.75,-3.77,-0.19,-0.12,0.16
3.76,9.65,-3.16,0.11,0.04,0.39
4.89,6.96,-3.45,0.37,0.34,1.2
7.03,5.64,-3.07,-0.04,0.46,1.32
9.13,2.5,-1.94,0.02,0.81,1.42
9.33,1.94,-0.45,-0.04,0.53,0.88
10.49,-2.5,-0.15,-0.05,0.25,0.57
9.94,-1.26,0.2,-0.32,0.26,0.15
