Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.85,-2.78,1.34,-0.3,-1.16,1.03
7.23,-2.92,-0.92,-0.9,-1.79,1.3
4.2,-6.14,-5.06,-0.83,-1.58,1.28
1.69,-5.66,-7.46,-0.54,-0.78,0.88
0.12,-6.18,-8.36,-0.14,-0.1,0.48
0.16,-6.32,-7.4,0.03,0.27,-0.04
0.99,-6.88,-7.52,0.02,0.51,-0.43
2.92,-6.3,-6.46,0.2,0.86,-0.81
5.24,-5.9,-4.59,0.47,0.96,-0.93
7.26,-5.02,-2.81,0.47,1.01,-1.04
9.08,-3.63,-0.57,0.34,0.97,-0.95
