Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.54,-2.08,2.09,0.02,-0.55,-0.37
10.01,-1.71,0.76,0.1,-1.63,-1.25
7.2,2.78,-3.62,-0.13,-1.6,-1.34
6.08,5.19,-5.38,0.05,-1.19,-0.79
3.83,4.73,-7.73,0.16,-0.91,-0.36
2.99,4.3,-8.15,-0.04,-0.31,-0.09
2.9,4.61,-8.3,-0.23,0.16,0.21
4.09,4.43,-7.5,-0.38,0.6,0.62
5.47,5.38,-6.17,-0.2,1.4,0.94
8.03,1.66,-2.85,0.03,1.72,1.11
10.01,-0.49,0.34,-0.07,1.37,0.79
