Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.81,-2.44,3.73,-0.32,-0.04,0.12
9.83,-2.45,3.42,-0.39,-0.19,0.52
9.03,-4.64,2.45,-0.41,-0.54,1.02
7.30,-6.39,1.27,-0.49,-0.51,1.06
5.52,-7.59,0.23,-0.28,-0.37,1.00
4.15,-9.59,-1.03,-0.53,-0.24,0.69
3.83,-10.41,-1.14,-0.05,-0.09,-0.01
3.75,-9.38,-0.97,-0.06,0.22,-0.67
5.59,-7.99,-0.62,0.00,0.43,-1.13
7.31,-6.69,0.89,0.42,0.44,-1.32
9.68,-3.65,1.58,0.35,0.19,-1.37
