Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.04,-2.27,2.71,-0.01,-0.14,0.16
9.83,-3.11,2.09,0.18,-0.32,-0.05
10.35,-3.06,2.12,0.09,-0.37,-0.78
9.92,2.07,0.37,-0.24,-0.67,-1.54
8.29,4.35,0.60,-0.04,-0.83,-1.27
6.97,5.67,-1.20,-0.26,-0.11,-1.14
7.00,9.00,-2.52,-0.01,-0.21,-0.71
5.90,9.42,-2.06,0.40,0.13,0.39
6.31,6.45,-2.76,-0.33,0.51,1.36
10.58,-0.55,-0.51,-0.07,0.55,2.26
10.14,-1.14,0.57,-0.57,0.52,1.29
