Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.99,-2.38,1.26,0.03,-0.01,0.09
10.65,-0.88,1.23,-0.36,-0.03,-0.05
10.65,-0.82,1.25,-0.23,-0.67,-0.01
9.47,-0.88,-0.98,-0.19,-1.63,0.01
6.91,-0.71,-4.26,-0.36,-2.35,-0.02
3.91,-0.7,-8,-0.21,-1.91,-0.04
1.21,-0.27,-9.43,-0.2,-1.23,-0.05
-0.6,-0.06,-9.62,-0.15,-0.66,-0.06
-1.45,-0.14,-9.16,-0.1,-0.46,-0.04
-2.09,0,-8.84,-0.18,-0.37,-0.06
-2.62,0.18,-8.59,-0.15,-0.18,-0.02
-2.74,0.17,-8.49,-0.09,-0.04,-0.04
-2.71,0.15,-8.54,-0.11,0.01,-0.07
-2.6,0.15,-8.95,-0.15,0.01,-0.04
-2.76,0.48,-9.4,-0.03,0.45,-0.03
-1.81,-0.05,-9.02,0.02,0.98,0.1
1.46,0.26,-8.65,0,1.79,0.11
5.59,-0.89,-6.43,-0.03,1.75,0.04
7.81,-0.67,-4.62,0.05,1.64,0.01
9.62,-0.86,-1.87,-0.04,1.49,0
10.14,-0.8,0.43,-0.13,1.13,-0.02
10.01,-0.85,1.33,-0.12,0.61,-0.04
10.22,-0.81,2.61,-0.02,0.32,0.04
10.14,-1.07,2.69,-0.08,0.01,0.02
10.12,-1.04,2.69,-0.15,-0.05,-0.01
10.15,-0.84,2.58,-0.14,-0.02,-0.02
10.16,-0.98,2.64,-0.08,-0.03,-0.02
10.11,-1.11,2.57,-0.11,-0.03,-0.04
10.13,-0.89,2.49,-0.14,-0.01,-0.03
10.13,-0.91,2.47,-0.13,0.03,-0.03
