Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.24,-0.69,2.42,-0.16,-0.22,-0.05
10.2,-0.64,1.97,-0.2,-0.38,-0.03
10.68,-0.67,0.57,-0.22,-1.07,-0.04
9.38,-0.14,-2.06,-0.22,-1.67,-0.05
7.47,-0.13,-4.35,-0.16,-1.46,-0.1
6.54,-0.61,-6.11,-0.15,-1.21,0.01
4.6,0.42,-8.38,-0.36,-1.19,-0.17
1.98,0.31,-8.12,-0.03,-1.1,-0.05
-0.57,0.53,-8.89,-0.14,-1.18,0.03
-2.01,0.9,-8.15,-0.15,-0.8,-0.08
-3.8,0.51,-8.47,-0.42,-0.37,-0.05
-3.27,1.75,-8.24,-0.37,-0.18,0.02
-3.89,2.36,-9,0.19,-0.06,0.03
-3.4,1.32,-8.05,0.11,0.11,-0.09
-2.98,1.04,-8.01,-0.04,0.02,-0.11
-3.29,-0.25,-8.41,0.05,-0.1,0.02
-4.45,0.88,-9.98,-0.5,0.35,0.03
-2.07,1.26,-9.35,-0.01,1.4,0.13
1.94,0.6,-8.56,0.24,1.83,0.34
5.23,-0.34,-6.46,0.16,1.75,0.07
7.23,-0.34,-5.26,0.11,1.54,0.13
9.27,-0.89,-2.73,0.16,1.25,-0.01
9.96,-0.91,-0.55,0.31,1.09,-0.05
10.24,-0.95,1.53,0.24,0.73,-0.03
10.04,-1.04,2.49,0.11,0.53,-0.02
10.15,-0.85,3.53,0.13,0.17,-0.04
10.04,-0.66,3.34,-0.01,-0.14,-0.01
