Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.4,-0.49,2.05,-0.15,-0.26,-0.09
10.81,-0.26,1.21,-0.08,-1.21,-0.16
8.77,-0.11,-2.24,-0.13,-2.06,-0.09
6.79,-0.13,-4.34,0.13,-1.95,-0.05
4.36,0.38,-7.52,-0.13,-1.89,-0.03
-0.18,-0.69,-8.3,0.03,-1.5,0.03
-0.38,-0.53,-9.24,-0.55,-0.54,0.02
-1.6,0.02,-8.07,-0.33,-0.02,-0.07
-0.93,0.83,-8.42,-0.32,0.24,0.08
-0.02,1.55,-9.48,-0.86,0.6,0.53
0.48,4.01,-10.36,-0.3,0.15,0.26
1.31,3.66,-11.81,0.28,0.02,-0.16
0.86,2.77,-10.47,0.19,-0.26,-0.26
0.79,1.38,-7.62,0.24,-0.15,-0.25
0.47,0.74,-8.23,0.14,-0.1,-0.3
-0.48,-0.75,-8.18,0.08,-0.25,-0.2
-0.56,0.22,-9.12,-0.8,0.18,-0.18
-0.71,2.04,-9.53,-0.58,0.61,0.16
3.07,2.12,-8.06,-0.34,1.6,0.58
5.94,1.81,-5.74,-0.15,1.78,0.51
8.21,1.13,-3.39,-0.29,1.69,0.56
9.65,0.71,-0.36,-0.04,1.46,0.45
10.53,-0.11,1.7,0.09,0.96,0.14
10.04,0.13,2.47,0.06,0.79,0.2
10.24,-0.04,4.79,1.08,0.11,0.35
10.22,-2.12,3.65,0.34,-0.14,0.05
9.65,-0.41,3.38,0.06,-0.27,-0.03
