Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.04,-0.92,3.54,-0.12,-0.10,-0.01
10.03,-0.91,3.18,-0.23,-0.19,-0.04
9.49,-0.72,2.25,-0.14,-0.68,0.01
9.60,-1.26,0.84,-0.17,-0.53,-0.01
9.80,-0.66,1.19,-0.35,0.06,-0.10
9.27,-0.85,0.69,0.24,-0.30,0.01
10.41,-1.39,0.39,-0.09,-0.26,0.01
10.27,-1.07,-0.91,-0.04,-0.22,0.02
10.51,-1.31,-1.31,-0.04,-0.04,0.06
10.53,-1.29,-0.70,-0.10,0.09,0.03
11.08,-1.10,-0.53,-0.15,0.01,0.02
10.61,-1.10,-0.40,-0.18,-0.07,-0.03
10.20,-1.14,-0.57,-0.03,-0.03,0.03
10.42,-1.62,-0.96,-0.17,-0.05,-0.01
11.35,-2.15,-1.48,-0.07,-0.50,0.14
10.11,-1.65,-1.99,-0.34,-0.70,-0.03
8.94,-1.43,-3.23,-0.21,-0.67,0.09
8.19,-1.29,-4.51,-0.15,-0.53,0.05
6.83,-1.54,-5.37,-0.12,-0.54,0.02
6.28,-0.82,-6.32,-0.19,-0.17,0.01
7.02,-0.75,-6.66,-0.22,0.39,-0.05
7.52,-0.90,-4.69,-0.11,0.78,0.00
8.57,-1.17,-3.16,-0.01,0.91,0.04
9.28,-1.28,-1.64,-0.01,0.90,0.00
9.82,-1.67,-0.04,0.17,0.93,0.00
10.31,-1.66,1.46,0.07,0.43,-0.12
10.45,-1.31,1.95,-0.14,0.14,-0.09
10.25,-1.03,2.16,-0.14,0.05,0
10.31,-1.14,2.11,-0.1,0.02,-0.02
10.13,-1.19,2.15,-0.07,-0.03,-0.01
