Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
8.01,-1.00,-0.10,-0.07,-0.93,0.06
9.32,-0.34,-0.54,-0.24,-0.55,-0.01
9.26,-0.78,-1.70,-0.10,-0.38,0.02
9.59,-0.79,-1.70,-0.15,-0.15,-0.02
10.03,-0.59,-1.90,-0.13,0.12,-0.06
10.87,-0.68,-2.38,-0.08,-0.13,0.03
10.57,-0.81,-2.54,-0.06,-0.02,-0.04
10.44,-0.72,-2.93,-0.17,0.00,-0.03
9.85,-0.71,-2.02,-0.10,0.01,0.02
9.97,-0.89,-2.12,0.02,0.00,0.02
12.55,-1.36,-3.51,0.09,-0.47,0.07
9.03,-0.88,-3.44,-0.24,-0.61,0.10
8.69,-1.34,-4.36,-0.20,-0.47,0.02
7.95,-1.27,-3.71,-0.27,-0.21,0.02
6.73,-1.05,-5.40,-0.16,-0.80,0.01
7.06,-0.90,-7.45,-0.20,-0.27,-0.03
6.81,-0.86,-7.62,-0.21,0.30,0.03
7.24,-0.31,-5.60,-0.08,0.94,-0.01
8.23,-0.86,-3.64,-0.03,1.29,0.00
9.35,-1.15,-0.93,0.01,1.36,0.01
10.02,-1.55,1.21,-0.23,1.05,-0.07
10.49,-0.33,2.75,-0.33,0.18,-0.24
10.14,-0.45,2.33,-0.23,0.05,-0.05
10.12,-0.59,2.48,-0.14,-0.04,-0.01
10.10,-0.56,2.32,-0.27,0.00,0.00
10.10,-0.77,2.65,-0.15,0.04,0.00
10.20,-0.70,2.52,-0.16,0.00,-0.02
10.19,-0.64,2.66,-0.09,-0.01,-0.01
10.20,-0.71,2.69,-0.11,0.02,-0.01
10.11,-0.67,2.79,-0.08,0.00,-0.02
