Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.1,-0.48,3.1,-0.13,-0.05,-0.02
10.16,-0.45,2.95,-0.12,-0.08,-0.02
10,-0.66,2.61,-0.06,-0.37,-0.01
8.52,-0.28,1.47,-0.18,-0.39,-0.04
9.87,-0.54,1.35,-0.25,-0.46,-0.03
9.84,-0.37,0.06,-0.18,-0.82,-0.07
10.16,-0.65,-0.91,-0.18,-0.02,-0.07
9.49,0.07,-0.85,-0.25,-0.14,-0.14
11.08,0.54,-1.91,-0.18,-0.23,-0.08
11.02,0.36,-1.72,-0.08,-0.2,-0.07
10.9,-0.25,-2.96,0.1,-0.41,-0.07
9.2,0.39,-3.43,-0.17,-0.53,-0.08
10.83,0.71,-5.48,-0.06,-0.33,-0.01
9.28,0.85,-6.26,-0.08,-0.89,-0.05
6.68,-0.15,-5.83,0.18,-0.99,0.1
4.64,-0.47,-6.37,0.06,-0.78,0.08
4.23,-1.01,-8.39,-0.09,-0.33,0.03
4.6,-1.19,-8.34,-0.12,0.65,0.04
5.46,-0.5,-7.06,-0.25,1.04,-0.02
7.24,-0.69,-5.41,-0.25,1.48,-0.1
8.73,-0.29,-2.04,-0.17,1.61,-0.09
10.18,-0.2,0.51,-0.08,0.92,0
10.47,-0.29,1.4,-0.08,0.41,-0.02
10.34,-0.25,2.18,-0.18,0.13,-0.01
10.31,-0.1,2.1,-0.09,-0.01,0.04
10.27,-0.43,1.98,-0.05,-0.13,0.02
