Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.19,-0.19,2.56,-0.14,-0.13,-0.02
10.21,-0.2,2.34,-0.21,-0.04,-0.01
7.64,-0.3,1.51,-0.28,-0.43,-0.03
8.77,-0.09,1.68,-0.17,-0.18,-0.03
10.19,0.33,1.14,-0.14,-0.35,-0.16
10.62,-0.09,-0.07,-0.26,-0.3,-0.09
10.89,0.27,-0.7,-0.22,-0.16,-0.13
10.84,0.55,-1.09,-0.07,-0.15,-0.06
10.92,0.42,-1.72,0.05,-0.12,0.04
10.52,0.17,-1.32,-0.18,0.14,0.01
11.25,0.47,-0.78,-0.12,0.03,0
11.45,0.27,-1.07,-0.04,-0.46,0.05
11.52,-0.2,-2.56,-0.06,-0.72,0.1
7.62,-0.56,-2.7,-0.06,-1.02,0.07
6.98,-0.61,-4.81,-0.09,-0.89,0.06
6.79,-0.63,-6.56,-0.18,0.33,0.08
9.4,-0.65,-4.79,-0.03,1.47,-0.06
8.56,-0.63,-1.73,0.21,1.49,-0.01
9.59,-0.37,1.52,0.15,1.03,-0.17
10.02,-0.6,2.59,-0.18,0.47,-0.16
9.99,-0.16,3.22,-0.36,0.23,-0.12
10.07,0.2,3.73,0.09,0.13,-0.03
9.84,0.01,3.51,0.2,-0.04,0
9.92,0.05,3.72,0.03,0.09,0.01
9.86,0.06,3.57,-0.17,-0.04,0.01
