Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.53,-0.06,-1.94,-0.04,-0.63,-0.06
9.22,-0.13,-2.84,-0.07,-0.49,-0.01
8.90,-0.16,-3.27,-0.19,-0.44,-0.01
8.77,-0.23,-4.21,-0.05,-0.31,0.00
8.65,-0.29,-4.78,-0.05,-0.23,-0.01
8.41,-0.27,-4.95,-0.15,-0.15,-0.01
8.51,-0.05,-5.42,-0.17,-0.04,-0.04
8.37,0.16,-5.23,-0.17,0.14,0.02
8.87,0.33,-5.03,-0.10,0.09,-0.03
8.98,0.46,-5.35,-0.09,-0.14,-0.08
7.96,0.53,-5.22,-0.21,-0.13,-0.01
8.08,0.26,-5.83,-0.08,-0.10,0.01
8.67,0.62,-5.95,-0.16,0.05,-0.02
8.85,0.07,-5.57,0.12,0.15,0.00
8.83,-0.21,-5.58,-0.09,0.21,0.09
8.76,0.14,-4.62,-0.19,0.33,-0.01
8.84,0.22,-3.68,-0.11,0.57,-0.08
9.26,0.25,-2.08,-0.16,0.74,0.04
9.07,0.44,-0.82,-0.08,0.73,0.04
9.04,-0.09,0.91,0.06,0.67,0.02
10.39,-0.03,1.83,0.06,0.36,-0.07
10.58,-0.60,2.19,-0.06,0.17,0.07
10.24,-0.14,2.23,-0.21,0.04,-0.05
10.30,-0.17,2.13,-0.18,-0.06,-0.04
10.29,-0.06,2.16,-0.19,-0.09,-0.06
10.28,-0.09,2.08,-0.15,-0.08,-0.01
10.28,-0.11,1.95,-0.18,-0.06,-0.01
10.25,-0.10,1.93,-0.13,-0.01,-0.04
10.21,-0.07,1.96,-0.08,0.04,-0.02
10.16,-0.10,2.07,-0.06,0.00,-0.01
