Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.78,0.46,3,0,-0.02,-0.06
10.28,-0.22,2.66,-0.02,0.04,-0.04
7.75,-1.34,2.19,0.14,-0.59,0.09
10.02,-0.76,1.81,-0.15,-0.08,0.01
9.87,-0.44,1.49,-0.02,-0.52,-0.12
10.02,0.24,0.06,-0.2,-0.48,-0.2
10.47,0.22,-0.43,-0.48,-0.05,-0.11
11.13,1.23,-0.8,-0.19,-0.25,0.03
11.19,0.15,-0.18,0.1,-0.13,0.08
10.56,0.28,-0.48,-0.06,0.15,-0.04
10.31,0,-0.58,-0.04,0.05,-0.04
13.86,-0.24,-1.52,-0.1,-0.31,-0.02
10.92,-0.19,-2.4,-0.06,-0.95,0.07
8.07,-0.13,-3.06,-0.18,-0.92,0.16
6.39,-0.12,-4.26,-0.16,-0.55,0.07
7.25,-0.29,-4.92,-0.02,0.81,0.03
10.98,-0.88,-2.6,-0.01,1.57,-0.02
10.19,-0.51,0.23,0,1.07,-0.04
8.18,-0.87,1.71,0.07,0.67,-0.07
10,-0.26,2.44,0.07,0.45,-0.12
10.01,-0.02,3.8,-0.17,0.3,-0.07
9.95,-0.43,4.28,0.03,0.04,0.03
9.84,-0.22,4.11,-0.2,-0.14,0
9.84,-0.42,3.92,-0.09,-0.13,-0.04
9.79,-0.29,3.56,-0.09,-0.01,-0.04
10.07,-0.33,4.44,-0.25,0.02,-0.1
