Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.97,-0.4,3.49,-0.13,-0.03,-0.03
9.97,-0.5,3.43,-0.16,-0.07,-0.06
7.73,-0.76,2.17,-0.24,-0.48,0.02
8.63,-0.48,2.42,-0.14,-0.21,-0.05
9.86,0.29,1.68,-0.22,-0.61,-0.1
10.58,-0.04,0.73,-0.11,-0.39,-0.08
10.26,0.27,-0.11,-0.02,-0.32,-0.03
11.09,0.69,-0.9,-0.07,-0.28,-0.04
11,0.07,-0.99,-0.1,-0.37,-0.13
11.79,0.19,-1.99,-0.15,-0.04,0.04
9.48,0.31,-1.22,-0.21,0.09,0.02
13.1,0.03,-1.9,-0.09,-1.12,0
9.47,0.07,-3.63,0.03,-1.18,0.06
7.18,-0.45,-5.51,-0.02,-1.23,0.04
4.64,-0.51,-6.46,-0.11,-1.08,0.05
4.13,-0.59,-8.39,-0.15,-0.09,-0.01
6.1,-0.68,-8.77,-0.09,0.91,0
7.09,-0.32,-6.12,-0.1,1.33,0.01
8.59,-0.41,-2.6,-0.02,1.5,-0.04
9.44,-0.37,-0.21,-0.27,1.31,-0.13
10.05,-0.14,0.9,0.05,0.78,0.1
10.15,-0.24,2.54,0.04,0.29,-0.06
10.37,-0.06,2.8,0,0.09,0
10.28,-0.75,3.01,-0.1,0.02,-0.05
10.18,-0.42,2.94,-0.19,-0.05,-0.03
10.03,-0.19,2.94,-0.15,-0.04,0
10.1,-0.17,2.87,-0.15,-0.04,-0.01
