Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.01,-3.05,0.93,0.18,-0.73,0.76
9.26,-3.43,0.03,-0.07,-0.67,0.77
7.56,-5.01,-1.72,-0.18,-1.29,1.3
5.11,-7.69,-3.33,0.5,-0.68,1.18
3.61,-9.1,-3.28,0.16,-0.42,0.59
2.9,-9.48,-2.99,-0.07,-0.11,-0.05
3.04,-9.35,-3.57,-0.67,0.17,-0.68
5.28,-7.01,-3.45,-0.24,0.58,-1.45
7.24,-4.89,-2.43,-0.1,0.66,-1.49
9.11,-3.11,-1.36,-0.34,0.8,-1.34
10.06,0.2,0.24,-0.81,0.76,-1.03
