Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.83,-1.64,3.18,-0.11,-0.02,0.04
10.24,-1.46,2.96,-0.15,-0.10,0.29
9.59,-2.87,2.58,-0.50,-0.24,0.75
9.50,-4.32,1.82,-0.73,-0.46,1.18
6.90,-7.37,0.66,-0.57,-0.46,1.28
4.26,-8.53,-1.29,-0.46,-0.59,1.26
2.43,-9.21,-2.25,-0.57,-0.35,0.72
1.11,-10.92,-3.29,-0.28,-0.15,0.29
1.46,-10.32,-3.49,-0.10,0.45,-0.69
3.87,-7.81,-2.12,0.62,0.83,-1.74
9.58,-2.86,0.29,0.02,0.92,-2.50
