Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.13,-1.76,3.01,-0.09,-0.22,-0.01
10.83,-1.8,2.39,-0.2,-0.86,-0.01
7.83,-1.99,1.3,-0.75,-3.23,0
3.39,-0.85,-6.61,-0.61,-2.91,-0.05
1.06,-0.53,-10.66,-0.37,-1.64,-0.08
0.05,0.18,-10.5,-0.16,-0.32,-0.01
0.22,-0.26,-9.81,-0.06,0.5,-0.02
1.94,-0.45,-9.95,0.12,1.42,-0.02
5.4,-0.89,-6.28,0.29,2.15,-0.15
8.01,-0.85,-2.56,0.2,2.07,-0.13
9.87,-1.21,0.48,-0.11,1.59,-0.01
