Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
7.5,4.97,-1.51,0.1,-0.86,-1.13
5.47,7.11,-2.7,-0.33,-0.5,-1.11
5.08,9.14,-2.61,-0.38,-0.36,-0.63
3.77,8.72,-3.01,-0.2,-0.2,-0.31
3.73,9.01,-3.23,0.14,0.01,0.31
4.44,7.04,-3.17,-0.01,0.19,1.05
6.59,6.25,-3.06,-0.02,0.31,1.14
8.58,3.87,-2.64,0.05,0.43,1.17
8.89,2.83,-1.54,0.27,0.58,0.79
9.78,1.16,-0.97,0.7,0.6,0.62
10.56,-1.08,-0.09,-0.16,0.27,0.42
