Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.98,-0.69,1.97,-0.36,-0.48,0.55
9.72,-3.22,0.38,-0.4,-0.69,0.97
8.25,-4.53,-1.73,-0.53,-0.94,0.85
6.43,-5.55,-3.56,-0.17,-0.97,0.82
5.03,-7.06,-4.11,-0.02,-0.7,0.66
3.33,-7.88,-4.65,0,-0.58,0.45
2.55,-8.59,-5.34,0.08,-0.25,0.17
2.36,-8.56,-5.57,-0.26,0.16,-0.29
3.56,-7.56,-4.91,0.05,0.59,-0.74
5.46,-6.81,-3.91,0.05,0.69,-0.96
7.42,-5.41,-2.43,0.01,0.75,-0.98
