Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.90,-1.82,3.05,-0.06,-0.11,-0.27
10.10,-0.85,2.75,-0.04,-0.24,-0.63
10.14,0.79,2.14,0.13,-0.60,-1.02
9.43,3.44,0.71,-0.06,-0.54,-1.02
8.42,4.57,0.11,-0.07,-0.54,-1.02
7.05,6.74,-1.20,0.31,-0.44,-1.02
5.65,8.20,-1.75,-0.02,-0.20,-0.64
5.13,8.61,-2.32,-0.21,-0.09,-0.15
5.53,9.24,-2.23,0.26,0.13,0.64
6.68,6.18,-1.92,-0.48,0.43,1.40
8.87,3.51,-0.88,-0.56,0.57,1.74
