Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.3,-2.1,2.36,-0.14,-0.23,0.39
9.51,-3.42,1.41,-0.49,-0.65,0.85
7.9,-4.74,-0.54,-0.64,-0.81,1.18
6.91,-6.08,-2.37,-0.47,-0.42,0.87
6.54,-7.5,-2.92,-0.15,-0.15,0.27
6.08,-7.79,-3.26,-0.19,-0.02,0.09
6.39,-7.42,-3.41,-0.02,0.2,-0.46
7.41,-6.18,-2.53,-0.03,0.45,-0.82
8.12,-4.37,-1.31,0.14,0.6,-0.92
9.03,-3.51,-0.24,0.28,0.6,-0.95
9.99,-1.88,1.38,0.28,0.42,-0.63
