Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.24,-1.50,2.77,-0.08,-0.24,-0.04
10.36,-1.60,2.38,-0.17,-0.37,0.01
10.79,-1.80,1.06,-0.37,-1.34,0.00
7.81,-1.05,-1.62,-0.58,-2.31,-0.19
6.18,-0.40,-6.15,-0.39,-2.03,-0.17
2.90,0.11,-8.43,-0.29,-1.41,-0.20
0.70,0.74,-9.25,-0.24,-1.07,-0.33
-1.63,0.59,-10.18,-0.08,-0.39,-0.12
-1.29,0.99,-10.31,0.00,0.42,0.01
0.52,0.68,-9.39,0.06,1.92,0.25
5.63,0.11,-5.57,0.26,2.69,0.30
8.39,-1.01,-1.68,0.11,2.45,0.18
