Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.73,-1.69,2.39,-0.18,-1.19,-0.03
8.29,-1.43,-0.56,-0.63,-2.18,-0.11
6.93,-0.96,-5.27,-0.41,-2.04,-0.02
4.30,-0.36,-8.60,-0.37,-1.46,-0.02
2.31,-0.48,-9.42,-0.17,-0.96,-0.06
1.44,-0.56,-9.89,-0.16,-0.09,-0.06
2.07,-0.23,-9.33,-0.03,0.34,-0.02
2.68,-0.09,-9.63,-0.05,0.88,0.05
5.04,-0.72,-7.49,0.01,1.59,0.12
7.41,-1.03,-4.46,0.15,1.88,0.08
8.80,-1.54,-0.93,0.17,1.93,0.06
10.19,-2.07,2.39,0.28,1.36,0.06
