Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.96,-2.64,2.66,-0.27,-0.17,0.01
10.02,-2.5,2.48,-0.28,-0.34,-0.07
9.75,-2.8,1.28,-0.53,-1.23,-0.1
8.43,-1.9,-2.02,-0.48,-2.19,-0.38
6.15,-0.85,-6.27,-0.47,-2.04,-0.5
3.38,0.68,-8.68,-0.5,-1.67,-0.46
0.44,1.48,-9.85,-0.24,-0.98,-0.3
-0.59,1.52,-10.84,-0.22,-0.62,-0.2
-1.14,1.91,-9.94,-0.11,0.22,0
-0.29,1.66,-10.07,0.02,0.85,0.1
2.65,0.92,-9.1,0.16,1.53,0.25
5.39,0.4,-6.91,0.34,1.8,0.28
