Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.40,-1.65,2.72,-0.20,-0.40,-0.02
10.91,-1.68,1.61,-0.21,-1.49,-0.02
7.30,-1.19,-1.74,-0.88,-2.48,-0.06
6.20,-1.03,-7.02,-0.35,-2.02,-0.06
3.72,-0.17,-8.83,-0.28,-1.35,-0.07
0.97,-0.14,-10.09,-0.24,-0.82,-0.05
0.05,0.36,-9.48,-0.12,-0.04,-0.06
0.78,0.04,-9.11,-0.05,0.27,-0.01
1.36,-0.27,-9.68,-0.03,0.63,0.02
3.42,0.29,-8.82,0.12,1.25,0.11
5.34,-0.88,-6.56,0.17,1.77,0.03
8.12,-1.33,-2.95,0.11,1.95,0.03
