Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.92,-1.48,3.72,-0.07,-0.06,-0.02
10.04,-1.54,3.54,-0.01,-0.20,-0.02
10.34,-1.62,3.12,-0.12,-0.47,-0.04
10.25,-1.49,1.75,-0.22,-0.85,-0.03
9.04,-1.53,-0.39,-0.49,-1.67,-0.05
6.84,-1.09,-4.32,-0.19,-2.17,-0.05
5.78,0.51,-7.61,-0.16,-1.66,-0.11
2.46,-0.23,-9.13,-0.27,-1.55,-0.22
0.42,0.59,-9.58,-0.22,-0.72,-0.19
-0.46,0.54,-9.33,-0.12,-0.14,0.00
-0.48,0.86,-9.68,-0.07,0.12,0.03
-0.22,0.55,-10.58,0.06,1.53,0.33
