Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-2.92,1.07,-8.8,-0.12,-0.63,-0.11
-3.71,1.22,-8.9,-0.08,-0.1,-0.01
-3.04,1.29,-8.56,-0.14,0.19,0.03
-3.22,1.25,-9.24,-0.11,0.55,0.08
-0.94,1.12,-8.87,0.04,1.51,0.27
3.5,1.07,-7.58,0.2,1.95,0.31
6.72,0.46,-5.53,-0.02,1.93,0.2
9.09,-0.35,-3.2,-0.05,1.54,0.1
10.24,-0.11,-1.07,-0.16,0.93,0.01
10.37,-0.14,-0.09,-0.18,0.43,0.04
10.57,-0.24,0.55,-0.09,0.16,0.01
