Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
8.94,-1.49,2.83,-0.11,-0.46,0.07
8.21,-1.61,2.09,-0.33,-0.80,0.13
10.02,-2.17,-1.42,-0.42,-1.02,-0.05
12.53,-2.96,-1.94,0.08,-0.29,-0.04
11.04,-1.75,-2.43,-0.30,-0.07,0.04
9.58,-1.67,-1.80,-0.10,0.01,-0.03
9.94,-1.96,-2.11,-0.10,0.00,-0.02
13.87,-2.63,-3.52,-0.15,-0.55,-0.12
9.05,-1.48,-3.35,-0.14,0.23,0.02
8.46,-1.37,-1.58,-0.07,0.66,0.00
7.33,-1.20,0.21,-0.10,0.74,0.00
