Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.13,-2.62,4.32,-0.73,0.19,-0.33
9.67,-2.79,3.87,-0.26,-0.21,-0.06
9.48,-2.06,3.34,-0.37,-0.45,-0.16
8.77,-2.89,1.18,-0.26,-1.13,-0.06
9.53,-1.65,-0.29,-0.04,-1.01,-0.19
9.5,-1.4,-1.9,-0.07,-0.52,-0.12
9.18,-2.15,-2.66,0.07,-0.2,-0.04
10.05,-1.88,-2.62,-0.23,0.02,-0.01
9.78,-1.63,-2.9,0.01,0.02,-0.03
10.63,-1.65,-3.06,-0.15,0.03,-0.03
10.21,-1.98,-3.07,-0.08,-0.09,0.04
