Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
8.62,-1.15,1.94,-0.16,-0.78,-0.07
5.52,-0.78,0.67,-0.36,-0.89,-0.06
8.81,-1.70,-1.58,-0.29,-0.71,-0.07
12.26,-2.77,-3.50,0.43,0.06,0.02
11.72,-2.60,-2.53,-0.08,0.08,-0.01
9.40,-1.84,-1.41,-0.16,0.31,-0.10
14.41,-2.83,-1.63,-0.10,0.01,-0.08
9.69,-1.22,-1.64,-0.33,0.14,-0.14
9.80,-1.43,-1.04,0.23,0.51,0.05
7.48,-1.86,0.17,0.02,0.59,0.11
8.17,-2.04,1.61,-0.27,0.85,0.08
