Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
10.26,-0.01,-0.51,0.08,-0.39,0.08
10.35,-0.33,-1.1,0.01,-0.51,-0.04
11.13,-0.19,-1.23,0,0.02,-0.02
13.26,-0.31,-2.15,0.14,-0.18,-0.1
12.05,-0.33,-2.19,0.02,-0.15,-0.04
9.99,-0.11,-1.71,0.01,0.22,-0.1
9.45,0.01,-1.36,0.04,0.23,-0.08
8.2,-0.24,-0.48,0.06,0.11,-0.07
8.57,-0.16,-0.16,-0.14,0.37,-0.11
10.14,-0.14,0.56,-0.04,0.2,-0.05
10.16,-0.11,0.49,-0.35,0.19,0
