Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
9.96,-0.89,0.52,-0.11,-0.51,0.13
11.21,-0.9,-1.81,-0.02,-0.2,-0.06
11.31,-0.39,-1.8,0,-0.21,-0.31
15.07,-0.67,-3.86,0.01,-0.27,-0.06
10.92,-0.52,-2.52,-0.08,-0.15,-0.06
9.17,-0.88,-1.63,-0.01,0.33,0.09
8.42,-0.19,-0.82,0.01,0.41,0.04
8.13,-0.46,-1.04,0.13,0.21,-0.09
8.68,-0.11,-0.44,-0.05,0.36,-0.15
10.78,-0.37,0.45,0.09,0.22,-0.06
10.2,-0.23,1.35,0.02,0.22,-0.03
