Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
7.86,-0.69,1.57,-0.08,-0.91,-0.03
9.22,-0.87,-0.50,-0.08,-1.03,-0.01
9.52,-0.83,-3.11,-0.49,-0.64,-0.03
9.32,-1.37,-3.79,-0.14,-0.25,0.01
11.46,-1.77,-3.84,0.01,-0.31,-0.15
10.37,-1.40,-3.89,0.03,-0.26,0.00
13.77,-0.76,-6.09,0.08,-0.70,-0.50
7.51,-2.10,-5.52,-0.80,0.36,-0.06
10.17,0.57,-4.06,-0.08,1.33,0.31
9.59,-0.72,1.00,0.09,1.66,0.42
4.79,-1.22,1.27,0.23,0.60,0.19
